,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee,pluie,catnat,criminalite,pprn,chomage,rev_med
4048,16703,2013,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,225.0,2,1950.0,0.0,   2,60450,0,0.0,0.05187883247485896,0,10.275,22354.6666666667
4049,9915,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,660.0,2,1900.0,0.6,   5,90010,3,0.0,0.04489391482697931,0,11.625,17003.5
4050,3669,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1093.0,2,1960.0,0.0,   .,42218,7,0.0,0.04603979040986369,0,10.05,17694.0
4051,10532,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1580.0,2,1960.0,0.0,   .,90010,2,0.0,0.04256634708906488,0,10.65,16758.0
4052,15637,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,750.0,2,1977.0,0.0,   3,83129,9,0.0,0.06217505902816187,0,11.4,22167.5
4053,2630,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2414.0,2,1960.0,0.0,   .,44109,1,0.0,0.05931700138754914,0,8.325,21099.333333333336
4054,19006,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2200.0,4,1904.0,0.0,   7,75118,0,0.0,0.1248164219334413,0,8.225,20526.0
4055,18700,2012,"0,75136612",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3200.0,2,2000.0,0.0,   4,78621,1,39.0,0.05787421868140893,3,6.8,15743.571428571398
4056,3574,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820.0,3,1960.0,0.0,   .,92051,0,0.0,0.06054459246334862,0,7.425,43320.0
4057,17761,2013,"0,819178082",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1800.0,1,1930.0,0.0,   4,49007,0,0.0,0.03710489120722427,0,9.2,18748.0
4058,6013,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1960.0,0.0,   .,88196,1,0.0,0.03374558303886926,13,11.775,19665.333333333336
4059,647,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1500.0,4,1960.0,0.0,   .,06088,12,0.0,0.08239911868053464,5,9.45,18683.0
4060,4290,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2880.0,1,1999.0,0.6,   5,13086,5,0.0,0.07815247478208608,0,11.95,23287.33333333333
4061,16348,2012,1,0,V,N,1,O,2,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,2,400.0,1,1900.0,0.0,   3,54547,1,40.0,0.04957955230434794,0,9.5,16635.7142857143
4062,17094,2015,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,1500.0,3,1980.0,0.3,   7,2A004,10,0.0,0.04421528186996661,0,10.075,20235.384615384613
4063,11789,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,295.0,2,1960.0,0.0,   .,13205,4,0.0,0.07696127724824814,4,11.675,18460.083333333336
4064,3515,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,185.0,3,1960.0,0.0,   .,83137,9,32.0,0.05977376234377279,0,10.625,17912.0
4065,18574,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1800.0,3,2012.0,0.3,   1,2A247,12,1.0,0.04421914577107094,0,9.6,17823.0
4066,5404,2012,"0,163934426",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1960.0,0.0,   .,13004,3,0.0,0.08578364194793993,1,11.75,17054.0
4067,5917,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,516.0,3,1980.0,0.0,   .,94046,1,0.0,0.06353817009538369,0,8.725,23818.6666666667
4068,16939,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2051.0,2,1990.0,0.3,   2,66182,7,1.0,0.0661623902954751,2,15.55,19037.666666666664
4069,10067,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,935.0,2,1945.0,0.3,   3,68224,2,0.0,0.04377912315460169,0,9.8,15477.0
4070,4784,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7988.0,1,1980.0,0.0,   .,63124,3,0.0,0.04413861994774858,0,8.7,21720.17857142857
4071,5464,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1650.0,1,1980.0,0.0,   .,05110,7,0.0,0.04801320983367232,3,9.2,19163.278260869563
4072,3947,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,575.0,2,1960.0,0.0,   .,68149,5,0.0,0.04227734599865986,0,9.925,23296.0
4073,11927,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,350.0,1,1930.0,0.6,   4,13004,11,0.0,0.08028686949451888,0,11.9,17585.55555555556
4074,18037,2014,"0,235616438",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5350.0,1,1978.0,0.0,   5,27229,1,0.0,0.03872000695248744,0,10.55,16830.483870967742
4075,16228,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1260.0,3,1991.0,0.0,   5,64483,17,32.0,0.04077038706689706,13,8.6,20421.5
4076,19341,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2300.0,3,1986.0,0.0,   7,2A004,10,0.0,0.04421528186996661,0,10.075,20235.384615384613
4077,8601,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,245.0,4,-1.0,0.0,   .,06029,14,0.0,0.07700920879672707,0,10.5,18894.0
4078,8024,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1381.0,1,-1.0,0.0,   .,35288,2,0.0,0.041248211874818,0,8.125,20198.0
4079,672,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,2,1960.0,0.0,   .,76351,3,0.0,0.0503702747230412,0,11.35,18087.2222222222
4080,1877,2012,1,0,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,1,520.0,1,1965.0,0.6,   4,74056,4,0.0,0.04729934263140432,12,7.125,20437.0
4081,14982,2015,"0,95890411",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1980.0,0.0,   .,14338,0,0.0,0.04163332511509143,40,9.85,21713.0
4082,5742,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2000.0,2,1960.0,0.3,   4,77186,1,0.0,0.06016188104307061,1,8.025,23616.6666666667
4083,19812,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,780.0,2,2015.0,0.6,   3,13207,4,0.0,0.07696127724824814,4,11.675,23294.84126984127
4084,10308,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,1960.0,0.0,   .,13204,11,0.0,0.08028686949451888,0,11.9,18328.0
4085,16470,2015,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,845.0,3,1980.0,0.0,   4,92035,0,0.0,0.06998949155484403,0,7.9,29001.666666666664
4086,17240,2016,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,3,1850.0,0.3,   5,92063,0,1.0,0.06956603637071282,0,7.575,30044.833333333336
4087,765,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,921.0,1,1955.0,0.0,   4,86194,1,0.0,0.04171947101012689,0,8.3,18326.5
4088,4764,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1972.0,2,1960.0,0.0,   .,13001,5,0.0,0.07815247478208608,0,11.95,23039.2
4089,11605,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,350.0,4,-1.0,0.0,   .,75120,0,0.0,0.1043697260714775,0,8.0,19734.0
4090,6470,2012,"0,581967213",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,132.0,2,1980.0,0.0,   .,13202,3,0.0,0.08578364194793993,1,11.75,13111.333333333301
4091,7853,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1145.0,1,1988.0,0.0,   .,13097,5,0.0,0.07815247478208608,0,11.95,20788.0
4092,6058,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,4,1960.0,0.0,   .,06048,13,0.0,0.0784745334580591,5,10.225,21961.2
4093,7342,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,476.0,4,1900.0,0.6,   4,06088,14,0.0,0.07059769088238117,3,10.55,19176.8
4094,3743,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,684.0,1,-1.0,0.0,   .,42187,9,0.0,0.04338631638857306,0,9.5,16505.0
4095,4238,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1920.0,2,1960.0,0.0,   .,13209,11,0.0,0.08028686949451888,0,11.9,21690.0
4096,15500,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,320.0,2,2009.0,0.3,   2,30344,13,0.0,0.05981659771394866,0,12.8,20301.9047619048
4097,6410,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1922.0,1,1988.0,0.0,   .,73087,3,0.0,0.05172441881302641,26,7.7,20957.89880952381
4098,8260,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1690.0,3,1800.0,0.0,   7,2B033,16,0.0,0.0428894297635605,4,11.475,17306.206896551725
4099,14319,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,460.0,2,1980.0,0.0,   .,38151,4,0.0,0.05683559579603356,0,8.4,18324.0
4100,16846,2013,"0,098630137",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1600.0,2,1914.0,0.0,   6,57463,2,0.0,0.0429116043684382,0,10.675,18700.6666666667
4101,8916,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,900.0,4,1960.0,0.6,   6,06083,12,0.0,0.08239911868053464,5,9.45,19636.8
4102,14151,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,1980.0,0.0,   .,06088,14,0.0,0.07700920879672707,0,10.5,19010.0
4103,11452,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3116.0,2,1988.0,0.0,   .,83009,9,0.0,0.06110410760914966,0,11.05,22864.988095238095
4104,8033,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1932.0,1,1980.0,0.0,   .,35288,0,32.0,0.03867608308145393,0,8.0,20422.8
4105,6668,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,510.0,1,1980.0,0.0,   .,86194,1,78.0,0.03590314824030622,0,8.05,18008.5
4106,1676,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,853.0,2,1900.0,0.3,   4,69091,5,0.0,0.06754482111788489,54,9.15,16580.4
4107,10432,2015,"0,161643836",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,2,1998.0,0.6,   8,76351,1,16.0,0.04841221945791481,7,11.25,18375.0
4108,8278,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2138.0,3,-1.0,0.0,   .,2B050,13,0.0,0.04570870424742943,2,10.9,17216.9230769231
4109,11634,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1485.0,2,1988.0,0.0,   .,13001,4,0.0,0.08332275558066343,0,12.075,22152.6666666667
4110,12513,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,520.0,2,1960.0,0.0,   .,13204,11,0.0,0.08028686949451888,0,11.9,18328.0
4111,1122,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,2,1960.0,0.0,   .,13207,5,0.0,0.07815247478208608,0,11.95,23558.571428571428
4112,17931,2014,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3276.0,2,2011.0,0.0,   5,31555,7,1.0,0.06746464207979552,41,10.375,20270.666666666668
4113,17977,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,300.0,2,1900.0,0.3,   3,26198,14,0.0,0.05921159390094138,1,10.925,18782.1875
4114,7312,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1220.0,2,1980.0,0.0,   .,62826,1,1.0,0.04857108500247331,0,12.825,24027.5
4115,5494,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1300.0,2,1990.0,0.6,   6,30133,29,0.0,0.05346528465590351,0,13.9,19173.33333333333
4116,11569,2013,"0,698630137",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,413.0,4,1960.0,0.3,   2,06085,13,0.0,0.0784745334580591,5,10.225,24204.0
4117,14060,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,560.0,3,1980.0,0.0,   .,64483,6,39.0,0.0407719509556328,1,8.2,19929.0
4118,12838,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,10.0,2,1980.0,0.0,   .,34108,13,0.0,0.0703275838550769,7,14.45,18552.5
4119,1458,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,165.0,2,1980.0,0.0,   .,21231,1,0.0,0.04055153269890387,1,7.925,20281.3333333333
4120,16246,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1484.0,4,1960.0,0.0,   5,75106,0,0.0,0.1043697260714775,0,8.0,39218.3333333333
4121,11719,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,2,-1.0,0.0,   .,13206,5,0.0,0.07815247478208608,0,11.95,20724.666666666668
4122,5012,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,O,base,2,4601.0,2,-1.0,0.0,   .,29232,1,0.0,0.03940006191105445,0,8.5,19580.5
4123,7664,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5400.0,2,1920.0,0.0,   5,13206,4,0.0,0.08332275558066343,0,12.075,20150.0
4124,2820,2012,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1100.0,2,1960.0,2.0,   4,62160,1,1.0,0.04857108500247331,0,12.825,14927.6923076923
4125,7663,2014,"0,838356164",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,285.0,2,1960.0,0.0,   .,83061,24,2.0,0.061626141866979,0,11.225,19225.55555555556
4126,10552,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,1,700.0,2,-1.0,0.0,   .,51454,0,0.0,0.05650637362637363,0,9.125,17693.3333333333
4127,5605,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,950.0,2,1900.0,0.3,   3,30189,13,0.0,0.05981659771394866,0,12.8,16380.666666666699
4128,4731,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,980.0,4,1997.0,0.0,   7,75103,0,1.0,0.1240257733206046,0,7.825,30774.333333333336
4129,7587,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050.0,1,1980.0,0.0,   .,63308,6,0.0,0.04156168730372434,0,8.625,25679.5238095238
4130,13893,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4432.0,2,1988.0,0.0,   .,59378,1,0.0,0.06128224038393153,0,12.7,24613.3333333333
4131,11581,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,335.0,1,1960.0,0.0,   .,13900,3,0.0,0.08578364194793993,1,11.75,19424.7142857143
4132,12546,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,13021,3,0.0,0.08578364194793993,1,11.75,27677.5
4133,18035,2015,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,9182.0,3,1974.0,0.0,   8,59350,1,0.0,0.06240619858915001,67,12.95,18102.39047619048
4134,4407,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,724.0,1,1988.0,0.0,   .,74094,9,1.0,0.04589023324239424,4,7.6,33240.0
4135,4285,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1325.0,3,1960.0,0.0,   .,54395,0,0.0,0.05036471800904953,0,10.125,20198.0
4136,12806,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4431.0,2,1980.0,0.0,   .,26198,9,0.0,0.05731742562086076,1,10.425,18139.0
4137,18186,2012,"0,822404372",1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,3750.0,1,1978.0,0.0,   5,33063,2,78.0,0.0550834663330889,0,9.575,20561.0
4138,2774,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,140.0,2,1930.0,0.0,   2,34172,13,39.0,0.0703275838550769,7,14.45,17247.9166666667
4139,2016,2012,"0,330601093",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,990.0,2,1960.0,0.0,   .,29019,1,0.0,0.03940006191105445,0,8.5,18546.75
4140,8497,2014,"0,495890411",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,870.0,4,-1.0,0.0,   .,06029,14,0.0,0.07700920879672707,0,10.5,18894.0
4141,6592,2013,"0,890410959",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,1960.0,0.0,   .,64122,16,0.0,0.04032936931618822,19,8.6,21793.3333333333
4142,288,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1660.0,2,1980.0,0.0,   .,14327,1,0.0,0.03929908771523993,0,9.75,17099.52380952381
4143,8849,2015,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2860.0,4,1990.0,0.0,   6,06083,7,0.0,0.07571782269687004,4,10.725,20400.0
4144,9311,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,688.0,3,-1.0,0.0,   .,94079,0,0.0,0.06598073825988518,0,8.2,20801.6
4145,11375,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,4,1960.0,0.0,   .,06012,13,0.0,0.0784745334580591,5,10.225,18903.5
4146,3175,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,2,1960.0,0.0,   .,13201,11,0.0,0.08028686949451888,0,11.9,13871.333333333336
4147,14596,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,333.0,3,1960.0,0.0,   .,92025,0,0.0,0.06860749669852356,0,7.8,20851.33333333333
4148,1901,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750.0,4,1960.0,0.0,   .,06088,14,0.0,0.07059769088238117,3,10.55,19176.8
4149,16997,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,1200.0,3,1960.0,0.0,   6,94067,0,0.0,0.06598073825988518,0,8.2,31281.6666666667
4150,16796,2013,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2175.0,3,1970.0,0.0,   5,94067,1,0.0,0.06353817009538369,0,8.725,31642.2222222222
4151,15259,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,400.0,2,2007.0,0.0,   2,40046,0,0.0,0.0416433349283758,0,9.0,20331.0
4152,5029,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,6417.0,2,1998.0,0.0,   2,64024,6,0.0,0.0407719509556328,1,8.2,21352.0
4153,9296,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,620.0,4,-1.0,0.0,   .,75110,0,0.0,0.1201819361809355,0,8.15,25154.0
4154,18667,2012,"0,49726776",1,V,N,1,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,2000.0,2,1950.0,0.0,   4,77243,0,78.0,0.05946913687842794,0,7.525,22349.0
4155,13889,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1126.0,2,1980.0,0.0,   .,83009,9,0.0,0.05977376234377279,0,10.625,22072.6666666667
4156,16966,2015,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,effpi,2,820.0,4,1940.0,0.0,   6,75117,0,0.0,0.1201819361809355,0,8.15,29872.0
4157,10617,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,2,1960.0,0.0,   .,13204,5,0.0,0.07815247478208608,0,11.95,18628.666666666668
4158,17566,2015,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,7750.0,2,1980.0,0.0,   4,30133,14,1.0,0.05375588094647848,0,14.1,19431.0
4159,8126,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,728.0,2,1900.0,0.0,   3,31299,2,78.0,0.06600544495677098,3,9.65,21802.6666666667
4160,17278,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,250.0,1,1900.0,0.3,   1,91390,0,0.0,0.05746553352829519,0,7.0,21726.0
4161,17984,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1730.0,2,1984.0,0.0,   5,31555,2,78.0,0.06600544495677098,3,9.65,19883.2
4162,11173,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,920.0,1,1980.0,0.0,   .,58194,2,0.0,0.03991183824900436,0,9.175,18072.710144927536
4163,14793,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,4,1980.0,0.0,   .,75112,0,0.0,0.109340556085541,0,8.275,26477.7857142857
4164,14316,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,770.0,1,1900.0,0.0,   5,43157,5,0.0,0.02702881924642909,1,8.45,17668.0
4165,15721,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,250.0,1,1980.0,0.0,   3,91174,0,0.0,0.05537568954478217,0,7.6,17142.0
4166,10742,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,360.0,1,2005.0,0.0,   2,05079,2,0.0,0.04874073332713768,0,9.15,19785.72222222222
4167,5077,2012,"0,31147541",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1163.0,3,-1.0,0.0,   .,94052,0,0.0,0.06598073825988518,0,8.2,29523.9130434783
4168,9522,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1900.0,2,1960.0,0.0,   .,42218,7,0.0,0.04603979040986369,0,10.05,17694.0
4169,16766,2012,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3411.0,3,2004.0,0.0,   5,94058,0,0.0,0.06598073825988518,0,8.2,27710.8
4170,16513,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,330.0,3,1920.0,0.0,   3,94003,0,0.0,0.0669812364335378,0,8.875,21215.33333333333
4171,13787,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650.0,2,1960.0,0.0,   .,59328,1,0.0,0.06128224038393153,0,12.7,23555.3333333333
4172,4891,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,980.0,2,1960.0,0.0,   .,34032,13,1.0,0.06782983555574001,9,13.9,15432.2
4173,19254,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,530.0,2,2013.0,0.3,   2,83017,9,0.0,0.06217505902816187,0,11.4,22260.95238095238
4174,8837,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,5500.0,4,1994.0,0.0,   7,06083,12,0.0,0.08239911868053464,5,9.45,19636.8
4175,3946,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,575.0,2,1960.0,0.0,   .,68149,4,0.0,0.04117971085881658,0,9.3,22687.0
4176,8618,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1050.0,1,1989.0,0.0,   3,07281,12,0.0,0.03489558960701241,7,10.075,21932.6666666667
4177,11963,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2906.0,1,1988.0,0.0,   .,50565,0,0.0,0.02822437084715116,0,8.4,18320.0
4178,4713,2013,"0,747945205",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,390.0,1,1980.0,0.0,   .,44184,1,0.0,0.05994339991871265,10,8.475,19208.5
4179,7252,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3397.0,1,1980.0,0.0,   .,13047,3,0.0,0.08578364194793993,1,11.75,19626.9565217391
4180,10204,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,400.0,2,-1.0,0.0,   .,80021,0,0.0,0.04930719210580684,354,11.525,17054.7619047619
4181,17693,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,523.0,2,1930.0,0.0,   3,67482,1,0.0,0.04381682443668544,0,8.225,18012.0
4182,15660,2015,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,520.0,1,1920.0,0.3,   4,17306,0,0.0,0.0502767455597261,0,10.925,21008.0
4183,17194,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,660.0,2,1950.0,0.6,   4,30189,14,0.0,0.05375588094647848,0,14.1,16881.0
4184,10825,2012,0,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,15.0,3,1988.0,0.0,   .,92025,0,0.0,0.06054459246334862,0,7.425,20275.3846153846
4185,15652,2016,"0,663934426",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,15580.0,3,1900.0,0.0,   5,64445,8,0.0,0.0390008101058479,3,8.375,19241.416666666664
4186,11909,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2242.0,4,-1.0,0.0,   .,75115,0,0.0,0.1248164219334413,0,8.225,30246.66666666667
4187,18015,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,550.0,4,1930.0,0.0,   5,06012,12,0.0,0.08239911868053464,5,9.45,18755.7142857143
